17,370,473,296,-112,-590,-829,-881,-973,-937,-897,-866,-857,-1022,-1252,-1165,-712,-414,-410,-585,-647,-857,-1209,-1510,-1575,-1520,-722,1887,5579,8995,14014,17003,16741,19826,20469,12924,-2367,-15772,-9729,-1834,-820,-5577,-17885,-30676,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-30621,-32768,-7648,19446,25282,20387,11285,3506,2838,6169,11184,16248,19512,21567
245,-137,-285,-89,305,607,791,847,794,793,875,1127,1395,1364,1215,903,319,146,357,386,215,570,1175,1799,2463,2807,2443,1459,604,357,1297,3220,3423,2903,482,-4514,-14396,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-30696,-27534,-25838,-23990,-22951,-23126,-27980,-32433,-28517,-8211,4269,13262,17360,18486,16857,16748,18763,22235,27777,32767,32767
Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch: 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,1396,1520,1416,1268,1264,1208,1200,1440,1336,1288,1380,1220,1020,952,876,756,684,416,456,572,796,904,616,248,204,416,840,760,852,416,-2716,-12552,-32768,-32768,-32768,-32768,-29148,-17432,-7568,-6580,-4372,-872,8348,16472,23324,28136,28604,26884,23032,18832,17508,14572,20992,32767,32767,29676,18516,13396,13492,16112,16876,17632,18032,17604,15892,14212,11516
8008,7920,8036,7952,8088,8088,8056,7988,8232,8132,8032,7968,8088,8208,8272,8156,8200,8168,8308,8348,8184,8136,7844,7792,7460,7108,6768,6188,5812,5768,7264,9808,14780,21096,16880,12204,19792,28832,29728,27600,27852,30440,32767,32767,32767,31188,28568,22456,18728,16096,13060,10572,4644,6388,-1000,-6284,-2244,1588,4332,4684,888,-2092,-4208,-5576,-4460,-1804,-1512,-2536
-8604,-8568,-8612,-8452,-8380,-8448,-8588,-8284,-8292,-8512,-8852,-8628,-8820,-8732,-8752,-8912,-8936,-8892,-8828,-8604,-8468,-8768,-8760,-8752,-8780,-9004,-8960,-9104,-10020,-13072,-17528,-22928,-30780,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-31896,-29168,-25912,-20888,-15160,-8452,-968,5188,8788,9748,12776,13544,14744,12280,15952,16664,18512,16936,13988,11988,7844,3752,1572,956,-492,-3140
90,72,19,17,-19,-45,-19,-14,10,42,35,107,323,322,304,320,330,298,234,168,205,221,294,238,-85,-276,-582,-871,-1441,-897,2610,9636,18077,22739,32458,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,29962,17575,4812,-3041,-281,20198,10969,11820,10240,5196,-3947,-18041,-30199,-32768,-32768,-32768,-32768,-30660,-29885,-27234
-147,-21,68,93,82,41,145,150,216,284,340,555,467,272,-162,-360,-295,-172,-141,-430,-809,-673,-213,247,317,-114,-561,-877,-1216,-261,3821,10516,17458,10683,9516,-2441,-12062,-6168,-5681,-3944,-5438,-12566,-26021,-32768,-32768,-32768,-32768,-32768,-30506,-25645,-25680,-28225,-32372,-32768,-32177,-9664,11659,18029,12302,3250,-391,-1083,2729,7374,12090,16557,20269,23178
-190,-126,-6,140,239,263,280,264,217,203,143,161,291,605,868,985,931,728,619,627,699,735,746,527,318,289,560,979,1815,3484,5892,8070,10387,2048,-24181,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-30217,-25399,-22015,-17991,-18696,-18891,-15770,-13935,-18829,-26271,-32768,-22049,-4859,6504,14438,15735,13789,13431,15945,20089,25197,30394,32767,32767,32767
Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch: 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,2976,2936,2932,2788,2556,2532,2700,2636,2696,2808,2848,2760,2652,2696,2660,2684,2764,2884,2984,2936,2932,2824,2808,2728,2900,3072,3020,2928,2880,2948,3116,3264,3504,3332,3000,2832,2952,2984,2776,2836,2844,2916,3256,3436,3100,2844,2796,2696,2584,2568,2124,1688,1248,344,-1572,-4668,-14636,-30380,-32768,-32768,-32768,-32768,-31892,-20576,-9484,-3860,-1828
9716,9660,9848,9976,9936,9900,9828,9792,9772,9692,9632,9684,9880,9852,9792,9936,9808,9816,9852,9876,9884,10008,10008,9992,10120,10112,10316,10544,10560,10348,10332,10216,10284,10220,10284,10340,10288,9956,10040,10108,9884,9784,9788,9636,9732,9704,9736,9860,9816,9764,9548,8832,8124,7740,8160,8588,10276,12708,16636,16952,17228,21460,26352,29120,31364,32588,32767,32767
-7632,-7336,-7088,-7184,-7468,-7704,-7636,-7436,-7648,-7660,-7784,-7576,-7464,-7284,-7236,-7264,-7244,-7084,-7248,-7244,-7244,-7204,-7220,-7020,-7232,-6944,-6900,-6828,-6976,-7164,-7088,-7224,-7244,-7120,-7376,-7680,-7744,-7548,-7628,-7372,-7456,-7468,-7504,-7652,-7872,-8048,-7732,-7712,-7844,-8152,-8656,-10140,-10808,-11568,-13812,-16436,-20176,-25800,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768
80,239,337,218,115,51,9,-97,-49,4,182,413,385,287,123,38,-30,-124,-44,37,30,42,12,-127,-48,-121,-134,-230,-345,-341,-205,81,320,409,634,798,637,520,574,312,167,205,169,79,179,307,422,475,457,442,636,1062,1709,2808,4388,6352,8825,11509,17209,28900,32767,32767,32767,32767,32767,32767,32767,32767
-154,120,335,443,405,142,-204,-328,-433,-378,-201,-25,-11,-15,-126,-251,-546,-518,-500,-464,-333,-315,-421,-537,-627,-818,-763,-673,-584,-532,-454,-308,44,466,971,822,375,182,65,-15,-317,-605,-846,-782,-487,-192,4,99,168,302,872,1889,2455,2537,3459,5756,10041,12319,9505,4138,-1254,-8013,-8923,-11392,-13837,-10405,-10261,-18913
-269,-284,-250,-192,-99,122,313,355,258,109,-45,-51,100,94,271,402,357,359,459,569,641,757,831,893,909,1039,1134,1292,1265,1061,814,660,496,365,323,407,426,540,604,648,640,793,754,744,744,670,546,488,302,38,-452,-1136,-1692,-1572,-538,-47,141,-1265,-6497,-18870,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768
Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch: 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,3504,3608,3648,3588,3616,3408,3300,3376,3624,3724,3936,3980,3908,3800,3624,3736,3704,3944,4020,4040,4016,3784,3640,3288,3076,1268,-5704,-19248,-32460,-32768,-32768,-32768,-25236,-19680,-14768,-11524,-9804,-6544,-1592,3924,8644,11964,15144,17288,18664,19380,18836,18112,17692,19296,19076,21336,29380,28288,22500,16404,16808,20800,22608,21904,21664,20812,19076,17700,16468,15632,13720
10652,10580,10800,10780,10612,10628,10716,10796,10704,10640,10648,10692,10596,10668,10764,10840,10972,10816,10636,10524,10192,9692,8860,8036,6876,6328,7548,11916,17500,20500,17420,17264,23056,29288,32476,31100,28636,26184,28336,31312,32324,31788,29144,25768,23460,20664,18848,17308,14968,11656,7700,2808,1288,-2704,-4644,-1412,1488,1888,1024,-1672,-6120,-6536,-6744,-3888,-1164,332,1492,2384
-6972,-6896,-6788,-7012,-6756,-6860,-6656,-6692,-6576,-6548,-6484,-6512,-6488,-6452,-6228,-6248,-6272,-6124,-6424,-6688,-7120,-7088,-7236,-8248,-10340,-13168,-17536,-20448,-20644,-26220,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-30640,-25356,-20928,-16540,-10844,-6064,-1492,2288,5280,6720,6708,8864,15340,11860,10692,12108,17540,15832,13496,12544,12820,11068,7940,7464,6056,4284,1792,-948
-293,-214,-100,-108,-84,-13,-25,-171,-293,-316,-244,-261,-252,-215,-204,-289,-509,-512,-636,-810,-835,-836,-785,-467,213,2232,7851,15650,18471,18022,24865,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,31854,23907,13589,3863,2256,7728,23726,12310,13034,13864,8460,-3670,-14833,-25644,-29879,-29489,-28332,-26640,-27314,-28606,-29675,-28916
-622,-712,-501,-316,-173,-48,-13,-218,-533,-571,-540,-489,-144,145,183,-126,-439,-728,-715,-361,381,1034,1781,2963,4997,9169,16298,23206,22127,18138,12888,-310,-10954,-9348,-5328,-4016,-6374,-11307,-18833,-26257,-32466,-32768,-32768,-32768,-30998,-30103,-28409,-26363,-23717,-21611,-19311,-16643,-26037,-13599,458,9219,5883,-4437,-6653,-8779,-9418,-7992,-2934,831,4248,8542,15100,22854
246,120,41,-77,-145,-105,-38,-9,-74,7,87,30,-76,-43,231,485,710,885,918,650,266,159,87,-74,-770,-1259,-656,135,-3351,-13511,-23787,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-28366,-24796,-23308,-23532,-25486,-30149,-31957,-29362,-14419,-4283,688,3771,4677,7111,9608,15649,25147,30674,32767,32767,32767,32767,32767
Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch: 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,4200,4244,4024,4016,3800,3924,4160,4264,4176,3912,3964,3912,4036,3968,3840,3912,4344,4600,4708,4372,3804,3408,1932,-436,-7984,-21484,-30332,-32372,-32404,-29740,-25128,-20236,-16996,-16976,-17828,-14388,-8456,-2168,1440,5772,8384,11216,15148,20928,26180,29800,31332,27468,23152,32767,32767,29576,20016,14256,13088,17672,16500,23132,24596,20324,17764,16240,14556,12324,10088,5532,3040
11500,11400,11368,11584,11560,11400,11532,11392,11440,11572,11648,11648,11696,11640,11608,11544,11428,10980,10756,10360,9968,9716,8736,8148,8800,11988,17432,19196,16508,20312,27196,30664,30148,28396,29656,29632,30360,32767,32767,32767,32767,32767,32767,31596,30752,31632,30828,25096,15692,-9544,-9536,-12696,-2644,1788,4296,6340,5604,-4084,-7104,-8948,-2540,1824,3308,3788,4444,5552,4580,10488
-5708,-5756,-5848,-5568,-5524,-5428,-5576,-5524,-5780,-5628,-5344,-5436,-5388,-5440,-5164,-5352,-5260,-5540,-5704,-6084,-6864,-8260,-11476,-15296,-20324,-24324,-24572,-27584,-30304,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-31068,-24204,-19956,-15788,-10680,-1472,6056,9832,10924,24212,3896,6840,7200,10412,13540,14604,12396,10752,3044,192,4368,4384,2420,-168,-2088,-3744,-6476,-10964
-99,-98,70,144,-7,-20,-12,-62,128,353,365,247,63,-124,-233,-335,-493,-578,-427,-227,112,502,1713,4036,8814,15995,20614,23155,27964,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,20141,-8769,-26737,2336,-4187,9250,18701,16949,8750,-7718,-27175,-32768,-32768,-23701,-18892,-21879,-25109,-25593,-22568,-18500,-14137,-11622
-419,-253,-20,81,-19,-219,-417,-345,-73,299,460,253,48,-18,-143,-356,-456,-282,335,1175,1772,2413,4768,8690,15222,21145,17303,8740,2681,-3860,-9755,-14816,-16846,-14394,-12105,-15741,-23134,-27229,-27786,-29838,-31851,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-23126,17915,26592,29829,21443,8756,2351,-6573,-8033,6059,15291,20981,25443,28320,30514,32663,31601,25693
-163,-119,-34,-2,-52,11,45,3,-58,-120,-154,-42,-71,71,282,458,329,22,-222,-153,336,1229,1754,1233,1326,2108,974,-6323,-16593,-26280,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-29608,-27050,-23485,-21864,-24394,-32768,-32768,-19416,-4337,10023,16646,15614,11671,10613,15635,22991,29107,32767,32767,32767,32767,32767,32767,32767,32767
Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch: 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4516,4644,4468,3908,2736,1464,1464,2384,4068,4268,2044,-480,-1884,-1976,772,4424,8704,11296,12112,10504,8060,6416,7340,6856,4220,196,-3756,-6572,-7928,-12668,-21936,-28640,-31572,-31480,-30604,-26588,-19812,-12956,-4076,2724,7200,10424,14336,17128,20424,23644,25960,26584,24804,22572,20872,32767,32767,32767,23684,17336,17972,23352,26828,23824,21216,19508,18872,18180,16960,15548,14044,12160
10412,10160,9512,8956,8932,9288,9008,8288,8540,9472,11180,11720,10756,9728,9176,8536,9860,11544,12832,13240,12332,10896,10084,10700,12248,13800,14228,14220,14660,17248,22208,24652,24660,25988,27784,30764,32767,32767,32767,32767,32767,32767,32767,32767,32767,29504,29220,29440,28624,25604,11544,11848,-9532,-10768,256,7104,8984,556,-5352,-5340,-2616,-1144,104,768,2248,4408,6012,6248
-7592,-8140,-9528,-10648,-10720,-10332,-9992,-9848,-9596,-9316,-8860,-8804,-9340,-9432,-8192,-6048,-4428,-3156,-2944,-4116,-5260,-5808,-7820,-10156,-11964,-13376,-15108,-16400,-19068,-22464,-26748,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-29304,-21476,-17624,-13348,-7032,-32,6876,9704,25948,5752,2840,7416,9444,14056,16208,14412,10480,9024,10088,10764,9332,7344,6504,4184,2088,-288
-35,416,861,1618,2584,3416,3913,4156,3960,2644,304,-3118,-6071,-5862,-3577,-2358,-1643,-1501,-2157,-3799,-5404,-5247,-3358,159,3752,6872,10011,13635,18652,24568,30018,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,11739,-13789,-26035,-17500,550,12073,16056,12077,-5581,-22583,-21778,-18685,-18109,-21804,-25746,-27887,-29796,-32768,-32768,-32768
-148,996,2565,4176,4811,4074,3346,3568,5425,8410,9326,6836,2471,-3764,-9383,-11715,-10675,-7431,-4094,-1997,-1687,-3515,-3058,149,3996,6200,6197,5686,6328,8495,9326,7982,1613,-6440,-14054,-21406,-24999,-28518,-27983,-24875,-22552,-26733,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-15570,22146,19046,21430,16599,5273,902,4090,10028,9250,8281,9018,12523,18211,25364,32686,32767
-91,-457,-758,-1219,-1327,-1363,-1579,-2311,-2729,-2491,-1211,119,678,597,-626,-2896,-3870,-3305,-2131,-663,1533,3742,4710,4112,3830,4244,4135,2780,-714,-5537,-10755,-17515,-26449,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-32768,-26737,-15388,-9887,-9843,-13402,-18674,-28779,-32768,-32768,-30969,-4466,6485,10810,8961,6010,12022,15781,21190,25585,30670,32767,32767,32767,32767,32767
